id,archive_by_user,city,created_at,desc,image_count,mileage,platform,price,title,type,year
25411,False,Tehran,Friday 08AM,"فقط تماس
معاوضه ندارم
گوشی بسیار تمیز دو ماه خریدم حتی ی خش هم نداره بسیار بسیار سالم",2,NA,mobile,1990000,apple 6s 64 gb rose gold,NA,NA
25461,False,Karaj,Saturday 01PM,اس ۶گلد سامسونگ ۳۲گیگ تمیز همه چیز تکمیل کارتن شارژر هدفن عالی بدون هیچ عیب و ایراد,3,NA,mobile,1200000,سامسونگ s6.,NA,NA
25565,True,Tehran,Friday 04AM,"گوشی گلکسی گرند پریم سالم..با لوازم جانبی کامل و کارتن-باطری نو-بدون خط و خش و حتی کوچکترین ضربه..فقط بدلیل اینکه گوشی مدل بالاتر میخوام بخرم میفروشمش
لطفا در مورد ریز امکانات گوشی به سایت بازار مبایل مراجعه کنید.",3,NA,web,320000,گوشی مبایل گلکسی گرند پریم,NA,NA
25628,True,Shiraz,Tuesday 06AM,گوشی vertu signecher  معاوضه فقط با لپ تاپ و دوربین حرفه ای,2,NA,mobile,-1,گوشی vertu  signecher,NA,NA
26224,True,Tehran,Saturday 07AM,کار کرده بدون خط و خش 1 ماه نشده خریدم و فروشمم فوری هست و تا$NUMهم میام,1,NA,mobile,1850000,samsung galaxy s7 edge,NA,NA
26239,True,Ahvaz,Tuesday 06PM,فروش g$NUMآک آک بدون خط و خش با تمام وسایل تخفیف جزئی هم داره,2,NA,mobile,380000,g1 2016,NA,NA
26326,True,Shiraz,Saturday 12PM,سلام رنگ گلد نو نو در حد اک 32 گیگ تخفیف پای معامله لطفا پیام بدید با تشکر از دیوار,0,NA,mobile,1700000,سامسونگ s7,NA,NA
26332,True,Mashhad,Sunday 07AM,"بسیار سالم با تمامی لوازم و یک شارژر اضافه.رنگ سیاه. فقط دستش ترک افتاده که ترمیم شده و موقع استفاده پشت گوش میوفته و معلوم نیست.قیمتشم خیلی کم دارم میدم.ولی بازم به خریدار واقعی تخفیف هم میدم.
فقط پیام پاسخگو هستم.
ممنون از توجهتون.",0,NA,mobile,70000,جبرا استون اصل,NA,NA
26555,False,Mashhad,Thursday 04AM,س.گوشی سامسونگ a7 دوسیم .فورجی .سفید در حد اک. حتی یک خش کوچیک روش نیست از اول تو ایفیس بوده.به همراه یک بامپر که تو کارتن ازش استفاده نکردم.گوشی رو با مهلت تست بهت میدم که کاملا خیالت راحت  راحت بشه.از گوشی خداییش خیلی راضیم.گوشی رو 6 ماه خریدم به همراه فاکتور,0,NA,mobile,810000,گوشی a7سال2015,NA,NA
26910,True,Karaj,Monday 06AM,کارتنو لوازم تکمیل یه باتری اصلی تازه گرفتم که روشه,2,NA,mobile,85000,galexy ace,NA,NA
27004,False,Shiraz,Wednesday 01PM,نونو هس ی ماه بیشتر کار نکرده .حافظه ۶۴گیگ دوربین ۲۱و دوربین جلو۸ حسگر انگشت داره خیلی گوشی خوبیه,3,NA,mobile,1400000,گوشی لنووا ،x3,NA,NA
27102,False,Ahvaz,Monday 07PM,با گوشی اپل4عوض می کنم,0,NA,mobile,300000,سامسونگ اس2پلاس سری اول ویتنام,NA,NA
27255,False,Ahvaz,Tuesday 10PM,"سامسونگ j3 ال سی دی شکسته
3 ماه خریداری شده 
گارانتی داره
10 روز هم ازش استفاده نشده",2,NA,mobile,100000,کوشی سامسونگ j3 2016,NA,NA
27309,False,Tehran,Wednesday 09AM,"Iphone 4s 16 gb   بسیار‌ تمیز

با جعبه و کامل

تلگرام",1,NA,mobile,500000,Iphone 4s 16 gb   بسیار‌ تمیز,NA,NA
27444,True,Tehran,Monday 06AM,"سلام 
گوشی سالم سالم 
گلس پشت رو دارد طلای 
قاب خوب هم دارد که به شما تقدیم میکنیم 
١٢٨گیگ هست ٣٦صحفه برنامه دارم کیفیت بالا دارم اصلا هنگ نمیکنه 
کارتون لوازم همه اورجینال هست 
باطری خیلی خوب نگه میداره 
گوشی رو هم مهلت تست میدم ٢٤ساعت 
خریدار ممنون میشم یا اس بده یا از تلگرام پی ام بده 
مرسی از دیوار تکراری نیست",4,NA,web,2000000,٦پلاس ١٢٨گلد,NA,NA
27544,True,Ahvaz,Monday 04AM,"گوشی نوت 4 سامسونگ 4G
یک ماه کار کرده
هیچ مشکلی نداره",1,NA,mobile,1300000,گوشی سامسونگ نوت 4,NA,NA
27666,True,Qom,Saturday 02PM,"یک دستگاه موبایل w508 به فروش می رسد
همون طور که تو عکس پیداست رو چشام نگه ش داشتم
بسیار تمیز و کم کارکرده
با این قیمت یه گوشی ساده هم بهتون نمی دن!
لطفاً فقط تماس
ممنون از سایت دیوار
",2,NA,mobile,180000,W508 سونی اریکسون مدل,NA,NA
27807,True,Ahvaz,Friday 10AM,این گوشی دو هفته کار کرده مشکی هستش بدون زدگی .,0,NA,mobile,7400000,گوشی موبایل j5سال 2016,NA,NA
27829,False,Tabriz,Thursday 09PM,در حد اک گلد باگارانتی تعویضو اصل کره یکماه استفاده شده با ضد خش گلس و گارد عالی,0,NA,mobile,1000000,گوشی سامسونگ s5دوسیم کارت f,NA,NA
28030,True,Karaj,Tuesday 06PM,گوشی ایفون 4 که در حد نو وبدون خط وخشه ولی جای سیمکارتش مشکل داره که با سی چهل تومن درست میشه و بابتشم به خریدار واقعی پای معامله تخفیف خوبی میدم,2,NA,mobile,-1,گوشی اپل 4,NA,NA
28109,True,Karaj,Tuesday 07PM,اپل ٦اس ٦٤ گیگ,2,NA,mobile,1800000,Apple 6s 64,NA,NA
28253,False,Tehran,Saturday 10AM,گوشی کترپیلار. اندروید دوسیم کارت وپشتیبانی ازکارت حافظه۱۲۸ گیگ.  ضدضربه ضداب وشوک درحدنو وبه دلیل عدم استفاده اینجانب از اندروید فرخته میشود.,0,NA,web,750000,CAT B15,NA,NA
28585,True,Karaj,Sunday 10AM,"یک ماه استفاده شده .آکبند. همراه با گارانتی. و یک عدد قاب ژله ای سالم
بدون ذره ای خطو خش....گلس دار
رنگ :مشکی. 16گیگ حافظه داخلی 
جهت خرید در مورد قیمت کنار میایم اندکی..گوشی هیچ مشکلی نداره صرفا جهت تنوع میفروشم خودم 650خریدم لطفا خریدار هستین زنگ بزنید.",2,NA,mobile,500000,اچ تی سی دیزایر 728,NA,NA
28628,False,Qom,Monday 06AM,"سفید رنگ
 بسیار تمیز
بدون خط و خش
معاوضه نداریم
فقط خریداران واقعی پیام دهند",0,NA,mobile,110000,گلکسی استار دوسیم,NA,NA
28652,True,Ahvaz,Tuesday 02PM,سلام گوشی ال جی جی3عالی حافظه 32دوربین عالی همراه با قاب  تخفیف داردلطفا اگه به تماس جواب ندادم توی واتس پیام بدین ممنونم,2,NA,mobile,750000,گوشی جی3ال جی رنگ گلد,NA,NA
28832,False,Shiraz,Friday 02AM,ایفون 5 تمیز 16 گیگ بدون هدفون و بدون کارتون خودش ولی کارتون ایفون5 هست,2,NA,mobile,490000,گوشی موبایل ایفون 5,NA,NA
28893,True,Tehran,Sunday 10AM,سلام گوشی صحیح وسالم بشرط پشت رو بدون خط و خش و جای بامپر و بدون تعمیر یا بازشدگی سنسورا سالم باطری عالی اصلLLAبا کارتن و لوازم کامل اصلی گلس قاب و اپل ای دی معتبر اپدیت شده ب اخرین ورژن .پیام و تلگرام در خدمتم تماس شاید نتونم ج بدم.,0,NA,mobile,850000,5s 16 Gold,NA,NA
28919,True,Shiraz,Friday 09AM,گوشی به همراه تبلت گوشی به راحتی پشت تبلت جامیخوره و به راحتی هم جدا میشود .به آ سانی حمل میشود .گوشی در جیب جا میشه .دوماه کارکرده سالم .در حد نو .بسیار تمیز$NUM,4,NA,mobile,600000,فروش گوشی و تبلت ایسوز padfon2,NA,NA
28961,True,Kermanshah,Wednesday 12PM,ایفون ٦اس،١٢٨ گیگ،سیلور،بسیار سالم،بدون کوچکترین خط و خش،در حده اک بند,2,NA,mobile,2200000,iphone 6s 128gig,NA,NA
28999,False,Tehran,Tuesday 04AM,"مشکی 
از اول دست خودم بوده 7 میخوام بگیرم .سالم.به شرط میدم.
دو عدد بامپر(فلزی+پلاستیکی) + جعبه + فاکتور",0,NA,web,600000,4s64G با تست,NA,NA
29014,True,Tabriz,Saturday 09PM,"سفید و در حد نو
4 جی
بدون خط و خش
با کارتن و لوازم کامل",4,NA,web,350000,هواوی G6 فورجی,NA,NA
29032,False,Mashhad,Friday 05AM,LLA-بدون خط وخش-گلس پشت و رو-آپگرید به آی او اس ١٠-چهل روز کارکرد در حد آک-٦٤ گیگ-رنگ گری,5,NA,mobile,2250000,اپل ٦اس ٦٤گیگ نو ٤٠ روز کارکرد,NA,NA
29060,False,Tehran,Friday 04AM,16 g در حد نو,0,NA,web,1750000,ایفون ٦اس 16,NA,NA
29075,True,Shiraz,Friday 04AM,سامسونگ j7. صفحه 5/5 اینچ. امو ال ای دی.. بهترین کیفیت تصویر. دوسیم فورجی. دوربین پشت 13 فلش اچ دی حرفه ای.. دوربین جلو 5 سلفی. حافظه داخلی 16 .مموری خور. رم 2.در حد نونو.  یا معاوضه با هم رده. فقط زنگ بزنید. مچکرم...,2,NA,mobile,6200000,سامسونگ j7. فورجی 215.در حد نونو.,NA,NA
29256,True,Tabriz,Saturday 03AM,گوشی الجی L70Dualتمیزودر حد اک دوسیم انتن دهی بالا اندروید 4.2بدون حتی یک خش,1,NA,mobile,220000,گوشی الجی تمیز,NA,NA
29341,False,Mashhad,Monday 10AM,"سامسونگ 2سیم کارت فورجی همراه با گارانتی اینتر
همراه گارد۳گرمی
لوازم کامل
رنگ گلد 
لطفا فقط تماس پیامک جوابگو نیستم",0,NA,mobile,-1,samsong j2  4g,NA,NA
29466,True,Tehran,Thursday 09AM,"بدون خط و خش 
شارژر و جعبه همش نو اصلا استفاده نکردم
قیمتاتونو بفرستین تو تلگرام",2,NA,mobile,-1,نوکیا 2630,NA,NA
29628,False,Karaj,Saturday 02PM,در حد آک،بدون کوچکترین خط و خش ،چیپست tsmc که قیمتش بالاتر از مدلای سادشه،همراه با یک قاب اسپیژن اورجینال به قیمت$NUMتومان،لوازم بسیار کم کار کرد,2,NA,mobile,2500000,iphone 6s 64,NA,NA
29652,False,Tehran,Tuesday 12PM,یک ماه کارکرد,4,NA,mobile,1800000,آیفون 128 اصل بریتانیا,NA,NA
29669,False,Qom,Wednesday 06PM,"سلام هوآوی تمیز و سالم باتری 2100 اندروید 4.1 بقیشو از سایت بخونید.
گوشی کارتون دور ریخته شده. بدون شارژر و هنزفری قیمت اینارو ازش کم کردم.
فقط پیام جواب میدم ،تلگرام هم در خدمت هستم.",3,NA,mobile,200000,هوآوی G 610 سه ماه کارکرده,NA,NA
29821,True,Tehran,Monday 02AM,آیفون 4. 16گیگ. تمیز خش یکم پشتش داره تا 350 باهاتون کنار میام تمیزه به هر کی میخاید نشون بدید,1,NA,mobile,400000,اپل4. 16 گیگ,NA,NA
30108,True,Tehran,Saturday 09AM,"گوشی نونو فاکتور خرید موجوده. 2 ماه کارکرده. مثل اکبنده بخاطر همین عکس نذاشتم   مشکی4g. لوازم همه کامل. اندروید6.
گلس پشت و رو + ای فیس، بامپر و یک ژله.
قیمتم خیلی خوبه. مقطوع مقطوع  با 600 تومن دارید یه z2 نو میخرید. اس و تلگرام در خدمتم. یاعلی",1,NA,mobile,600000,سونی Z2 فورجی اک اک.,NA,NA
30231,True,Tehran,Sunday 11AM,"گوشی نوعه کم کار کرد 4هفته استفاده شده

به خریدار تخفیف جزئی ام میدم.",3,NA,mobile,400000,گوشی y6 pro,NA,NA
30318,False,Tehran,Saturday 04PM,گوشی در حد نوویک ماه خرید,0,NA,mobile,-1,گوشی سامسونکs7edge,NA,NA
30357,True,Isfahan,Monday 01PM,"در حد آک بدون یک نقطه با گارانتی گلد 4g بدون تخفیف 
فقط در فولادشهر
به مغازه‌دار بدم به جا آک میفروشه",0,NA,mobile,900000,فروش a5 2016,NA,NA
30404,True,Tehran,Saturday 08AM,گلد ومشکى ٦ ١٦گیگ بسیار تمیز شماره تلگرام$NUM,2,NA,mobile,-1,دو عدد ٦ بسیار  تمیز,NA,NA
30546,True,Tabriz,Monday 03PM,با سلام تشکر از دیوار گوشی اس3 تمیز آک یک ماه نشده علت تغیر گوشی تخفیف پای معامله ممنون فقط زنگ بزنین اس ندین تشکر,4,NA,mobile,350000,سامسونگ اس3تمیزز1ماه,NA,NA
30787,True,Tehran,Sunday 04AM,گوشی تمیز با وسایل کامل -اصلی امریکا -باجعبه و ....,2,NA,mobile,-1,گوشی  موبایل اپل$NUMG,NA,NA
30805,True,Shiraz,Monday 06PM,"گوشی آیفون 6S بدون ضربه 
کاملا سالم با گلس نو روی شیشه
سه ماه کارکرد",1,NA,mobile,1800000,iphone 6S - 16GiG,NA,NA
30865,True,Mashhad,Monday 09PM,بسیارسالم حدوداپنج ماه دارم بدون یک خش,0,NA,mobile,-1,هواویp6,NA,NA
30981,True,Tehran,Saturday 02PM,"یک ماه کار کرده در حد و بدون خط و خش
دوسیم4g
دو گیگ رم و حافظه داخلی 16
دوربین 13",0,NA,mobile,490000,lg k10,NA,NA
31008,False,Tehran,Tuesday 04PM,"گوشی ۱ ماه کار کرده در حد نو بدون کوچکترین خش
رنگش نوک مدادیه ۱۶ گیگ با اندروی ۶
خودم$NUMخریدم",0,NA,mobile,8000000,htc designer 820,NA,NA
31040,False,Tehran,Tuesday 08AM,آیفون7 .رنگ سیلور.پلمپ شده. 32گیگ .فوری فروشی. به قیمت خرید.توو بازار$NUMتا جایی که من آمار دارم .من 2.750میدم,0,NA,web,2700000,آیفون7.رنگ سیلور.آکبند.پلمپ شده,NA,NA
31058,True,Tehran,Thursday 06PM,"کم کارکرد .سالم .با یه کاور 
قیمت مناسب",4,NA,mobile,220000,y 625,NA,NA
31261,True,Ahvaz,Sunday 08PM,لمس گوشی خود به خود از کار افتاد.کامل با وسایل,1,NA,mobile,100000,Y3 هواوی,NA,NA
31282,False,Mashhad,Tuesday 03AM,سلام هوآوی هونور6فورجی حافظه داخلی 16گیگ دوربین13,0,NA,web,420000,هوآوی هونور6 فورجی,NA,NA
31468,True,Karaj,Thursday 01PM,"گوشی سالم سالم 
باطری اتمی 
با دوربین عالی
گوشی همراه با رم هست
به همراه تمامی لوازم 
شارژر هندسفری کابلusb
معاوضه هم دارم 
به خریدار واقعی تخفیف هم میدم
اطلاعات بیشتر اس ام اس یا تلگرام",3,NA,mobile,100000,گوشی سونیk800,NA,NA
31538,True,Isfahan,Monday 07PM,"یک دستگاه گوشی سامسونگ s7 edge مشکی رنگ که فقط برای تست باز شده، دارای گارانتی اینتر، کاملا نو بدون هیچ گونه خط و خش، به همراه یک دستگاه فست شارژ وایرلس اصل سامسونگ کاملا نو( قیمت بازار:$NUMتومان)، یک عدد کیف سنسوردار اصل سامسونگ با امکان مشاهده تماس و پیام از روی جلد شفاف کیف کاملا نو(قیمت بازار:$NUMتومان)، یک عدد گارد spigen به قیمت ۵۰۰۰۰تومان کاملا نو و یک عدد محافظ صفحه به قیمت$NUMتومان بفروش میرسد.
تصویر تمام‌ لوازم در آگهی موجود میباشد.
گوشی به همراه کلیه ی اقلام ذکر شده$NUMتومان بفروش میرسد و قصد تعویض با هیچ وسیله ای هم‌ ندارم.
با تشکر از دیوار",5,NA,mobile,2350000,گوشی s7 edge به همراه لوازم‌ جانبی اصل,NA,NA
31693,True,Tehran,Monday 06AM,اپل۶ ۱۲۸ تمیز فقط قاب ۶اس روش انداختم بدون کوچکترین مشکلی اگر‌ کوچکترین مشکلی داشت من گوشی اشانتیون میدم فروش یامعاوضه با گوشیهای اندروید.   فقط تماس جواب میدم,2,NA,mobile,1890000,اپل۶ ۱۲۸تمیزفروش یامعاوضه,NA,NA
32226,True,Karaj,Sunday 10AM,"گوشی سالم بدوه هیچ مشکلی ،هیچ خط خشی نداره فقط رو در سیمکارت دومش یه دونه نقط هست ،وسایل کامل ،فست شارژر 
همراه با گارد و گلس 
قیمتم مقطوع 
معاوضه با هیچی ندارم 
قمیتم زدم گوشی هم سالمه هرکس قصد خرید داشت پیام بده ،فقط اس پاسخگو هستم ، بازم میگم بازدید این حرفا نداریم قصد خرید داشتی میای میبینی میبری ،مشکل هم فقط همون نقطه رو در سیمکارتشه که اصلا معلوم نیست",2,NA,mobile,950000,گوشی مبایل ،a$NUMگلد,NA,NA
32269,True,Tehran,Friday 09PM,بسیار تمیز و سالم تخفیف جزعی پای معامله,5,NA,mobile,690000,گوشی موبایل galaxg a3 2016,NA,NA
32448,True,Ahvaz,Tuesday 12PM,"فروش استثنایی
گوشی مدل Galaxy Star plus
گلکسی استار پلاس
* دارای قابلیت اینترنت ،وای فای ،بلوتوث 
* دو سیم کارت - پوشش رم 8 گیگ به بالا
* بدون خط و خش و 
* بهمراه تمام وسایل جانبی (شارژر - کابل یو اس بی  سیستم-هندزفری و جعبه و...)
باطری و کلیه اجزای آن سالم و کامل است.
گوشی تنظیمات کارخانه و خالی از فیلم و عکس و برنامه است و اگر مشتری مایل بود برنامه ها و بازی ها و فیلم های مختلف بصورت رایگان بر روی گوشی نصب می گردد",2,NA,web,160000,گوشی سامسونگ گلکسی استار پلاس,NA,NA
32517,False,Kermanshah,Wednesday 12PM,آیفون 6s 64 رزگلد LL/Aدرحداکبند واقعی بدون کوچیکترین خط وخش حتی سرسوزن هنذفری استفاده نشده ۲۴ ساعت مهلت تست دارای گلس پشت ورو گارد ژله ای و گارد مارکROCK جمعا به ارزش ۱۵۰ درکل با اک تفاوت نمیکنه، باتشکراز دیوار,4,NA,mobile,2290000,iphone 6s ros,NA,NA
32561,True,Shiraz,Wednesday 12PM,"با سلام
بسیار تمییز درحد اک بدون سر سوزن خط خش ک از اول هم روی صفحش گلس بوده
دوسیم فورجی اندروید پنج ک تا هفته دیگه ب 6 هم اپدیت میشه
باطریشم ی روز رو استفاده مکرر جواب میده عالللیه
همراه با مهلت تست باتمام متعلقات
کمتر از یک ماه پیش خودم خربدمش 820 تومن الانم 750 هست
تعویض با گوشی های همرده از جمله
s5 
j7 4g
a5 2016
sony z2
htc m8
huawie p8
قیمت واس فروش هم590 هست
یا حق
.....",3,NA,mobile,590000,فروش یا تعویض sony c4 دوسیم اک با همرده,NA,NA
32583,True,Shiraz,Saturday 08AM,کم کار در حد یکماه ---بی خط وخش-گلس---بک کیس عالی,0,NA,web,450000,گوشی هواوی گلد4x,NA,NA
32631,True,Shiraz,Saturday 05AM,میت8 گلد 64 گیگ رم4 گیگ واقعا در حد اکبند 3 ماه گرفتمش فول پک همراه با اسمارت کیس تو بازار همش قلابی به شرط اصل بودن بدون کوچکترین خط و خش ببینی خریدی.,3,NA,mobile,1550000,میت8 بسیار عالی,NA,NA
32662,True,Isfahan,Saturday 01PM,"گوشی سونی txبه رنگ سفید 
دارای حافظه 16 گیگابایت
دوربین پشت 13 وجلو 5
☝هم چی تکمیل .
قابلیت otg 
عالی تست کنید و بخرید 
$NUM
بازدید ✌زینبیه.حرم",2,NA,mobile,300000,توجه توجه گوشی فوق العاده,NA,NA
32736,False,Tehran,Monday 01PM,۱۶ گیگ بسیار تمیز وسالم و مرتب با تمام لوازم اصلی.,1,NA,mobile,1050000,گوشی اپل 5s,NA,NA
32947,True,Tehran,Tuesday 05PM,بدون خط و خش و ضربه،گارانتى اصلى،کره اى،شارژر و باترى اضافه،پشت چرم،قاب Quick Circle,2,NA,mobile,850000,گوشى موبایل ال جى G4,NA,NA
32997,False,Tehran,Wednesday 08AM,"سالم 
کم کارکرد",1,NA,mobile,300000,گلگسی گرند,NA,NA
33034,True,Ahvaz,Friday 05AM,"این گوشی رو یک ماه نشده که خریدم اونم به قیمت 1/700/000
دارای مشخصات:
دوربین$NUMسلفی...5
آندروید....6
صفحه نمایش....6 اینج 
حافظه...16
لطفا فقط واتس اپ چون من سرکار هستم 
باتشکر ازسایت دیوار",2,NA,mobile,1400000,گوشی هواوی میت 7,NA,NA
33222,True,Ahvaz,Friday 03PM,شرط تمیز وسالم بدون خط وخش باوسایل کامل,5,NA,mobile,290000,هوآویy635 فورجی مشکی درحدآک,NA,NA
33243,True,Tehran,Saturday 02PM,یه ماه نمیشه که خریدم خیلی گوشی خوبیه گارانتی داره همه وسایلاشم تکمیله  با تشکر از دیوار,1,NA,mobile,610000,huawei honor 5x,NA,NA
33646,False,Tehran,Thursday 08AM,ایفون ٥ اس ،. ١٦ گیگ    lla سالم سالم وسایل کامل : قیمت:$NUMcable sharj.  earpod کامل,4,NA,mobile,-1,ایفون ٥s,NA,NA
33674,True,Tabriz,Tuesday 02AM,"دوربین ٨، فول برنامه نصب شده
خیلی تمیز ، بدون ضربه و خط و خش
با کارتن و لوازم کامل، ٦٤ گیگ
لطفا تماس تلفنی",3,NA,mobile,490000,iPhone 4s 64gb سفید در حد آکبند!,NA,NA
33823,True,Tehran,Monday 07AM,"بسیار تمیز و فابریک silver
با تشکر از دیوار",2,NA,mobile,220000,قاب کامل و فابریک ٨٨٠٠,NA,NA
33926,True,Isfahan,Sunday 05PM,"یک عدد گوشی هواوی G6 عالی و سالم باتریشم سه روزمیره سفیدرنگ و تک سیم و خوش دست

باشرایط زیر قابل معاوضه است

1معاوضه با تلویزیون 29یا32یا 34 سونی یا سامسونگ با دیحیتال

2معاوضه با گوشیهای طرح سامسونگ یا اپل

3معاوضه با کامپیوتر خانگی با مشخصات خوب

4معاوضه با گوشی سونی T2
50هم سرمیدم

5شرایطی هم خودتون دارید بگید


شرایطتون رو پیامک کنید  ممنون",1,NA,mobile,249000,هواوی G6عالی,NA,NA
34010,True,Tehran,Tuesday 12PM,سامسونگ اس6 اج پلاس گوشی به رنگ مشکیblack saphire میباشد و 32 گیگ بدون خط و خش و 11 ماه گارانتی سامتل اصلی، معاوضه هم با محصولات هم قیمت فقط و فقط تلگرام و پیامک بدید تماس نگیرید.,1,NA,web,1590000,سامسونگ S6 edge plus,NA,NA
34046,True,Mashhad,Thursday 09AM,"۳روزه کار کرده،سالمه سالمه این گوشی ۲۰۱۶ هم هست با اندروید$NUMخیلی گوشی خوبیه بدون هنگ و اینا چون بازی اسفالت ۸ ریختم روش راحت باز میکنه خودم ۳۸۰ خریدم با‌ گلس که شد ۴۰۰
دو سیم کارتم هست و‌رنگشم سفید و حافظه ۴ گیگ
هندزفریشم هنوز استفاده نشده خلاصه که نو نو فقط میخوام بفروشمش اینه که‌‌ کوچیکه فقط همین 
وگرنه خیلی خوبه و ازش راضیم و قیمتشم مقطوع چون واسه ۳روز خیلی ضرر کردم...",0,NA,mobile,350000,j 1 ace 2016,NA,NA
34048,True,Isfahan,Tuesday 05AM,یک عدد گوشی موبایل اپل 5 کاملا تمیز و استثناعی به رنگ مشکی بدون خط و خش و خوردگی در حد آکبند با حافظه داخلی 16گیگابایت به فروش می رسد$NUMپیام جواب داده نمیشود فقط تماس تلفنی,2,NA,mobile,900000,فروش گوشی اپل 5 استثناعی,NA,NA
34100,True,Tehran,Tuesday 01PM,نو و پلمپ (بازنشده),2,NA,mobile,-1,گوشی جی ال ایکس ماد (GLX G6),NA,NA
34159,False,Isfahan,Friday 04PM,"فروش گوشی s3mini
دوربین 5",0,NA,mobile,320000,فروش گوشی s3mini,NA,NA
34262,True,Tehran,Monday 03AM,"گوشی کاملا سالم و در حد نو بدون هیچ خط و خش و ضربه خوردگی رنگ سفید ۸ هسته ای 
با وسایل کامل",3,NA,mobile,950000,گوشی سامسونگ  note 4,NA,NA
34324,False,Tabriz,Thursday 09AM,5تا کاورعروسکی با یدونه ifice,0,NA,mobile,600000,سامسونگ e7,NA,NA
34432,False,Mashhad,Saturday 07AM,سامسونگ تخم مرغی c260 اصلی {تک سیم}بهمراه شارژر وهنذفری وباطری سالم فقط هنگ میباشدشایدبافلش درست شودلطفآتماس بگیریدپیامک جواب نمیدم,3,NA,web,25000,سامسونگ تخم مرغی,NA,NA
34449,False,Tehran,Sunday 03AM,"iPhone 7plus 128GB
Black Matt=$NUM
Gold=$NUM
RoseGold=$NUM
آنلاک، آکبند، پک اصلی اپل
بدون مشکل رجیستری
پارت نامبر آمریکا LLA",1,NA,web,3999999,آیفون 7پلاس iPhone 7plus,NA,NA
34458,True,Tehran,Wednesday 09AM,گوشی ٦ اس پلاس ٦٤ گیگ با جعبه و متعلقات باز نشده ضربه خوردگی نداره فقط توی ال سیدی جایی که عکس گذاشتم دو تا نقطه سفید هست که سخت قابل تشخیص هست خریداران واقعی به تلگرام شماره ای که گذاشته شده مراجعه کنن تلفن اصلا جواب داده نخواهد شد.,5,NA,mobile,2150000,گوشی اپل ٦ اس پلاس ٦٤ گیگ,NA,NA
34589,True,Tabriz,Tuesday 10PM,گوشی در حد آکبنده بدون کوچکترین خط و خشی شارژ کن و کابل هندزفری آکبندن استفاده نشدن یه ضد خش نشکنم رو گوشیه خریدار واقعی تماس بگیره,2,NA,mobile,330000,فروش گوشی هواوی Y6,NA,NA
34752,True,Mashhad,Wednesday 01PM,"گوشی بسیار تمیز 
دوربین با فیلم برداری فول اچ دی و سلفی با کیفیت عالی
اینترنت فورجی
8 گیگ
اندازه صفحه 4.5
لوازم کامل",3,NA,mobile,270000,htc one sv 4G,NA,NA
35155,True,Isfahan,Wednesday 08PM,"گوشی هواوی پی 8 رنگ سیلور بسیار تمیز و بی خط و خال در حد صفر  با یه گلس 30 تومنی و یه گارد ایفیس بسیار زیبا 30 تومنی،رم 3 گیگ حافظه 16 گیگ دوسیم کارت، 8 هسته ای 
فروش یا معاوضه جهت تنوع با هم رده و بالاتر 
ترجیحا معاوضه با هانر7",0,NA,mobile,800000,هواوی p8,NA,NA
35180,False,Karaj,Tuesday 08PM,"Sony Ericsson xpirla LT18I 
آندروید 4.04
دوربین HD+باتری عالی
به همراه ۱ رم ۲گیگ
۲ عدد قاب محافظ
فقط تماس یا تلگرام",2,NA,mobile,220000,سونی.درحد نو,NA,NA
35393,False,Tehran,Sunday 05AM,iphone 6s plus 128Gb space gray یک ماه کار کرد,0,NA,web,2800000,iphon 6s plus 128Gb یک ماه کار کرد,NA,NA
35456,True,Shiraz,Wednesday 01AM,"گوشی آیفون ۱۶ گیگ کاملا سالم
 با جعبه و وسایل جانبی
Whatsapp
$NUM",1,NA,web,-1,✬ iPhone 5s ✬,NA,NA
35927,True,Ahvaz,Wednesday 02PM,گوشی سالم و به همراه جلد محافظ تمام لوازم جانبی از جمله شارژر و هدست میباشد,2,NA,mobile,500000,galaxy mega 6.3,NA,NA
36089,True,Tehran,Sunday 04AM,"کاملا سالم ٣٢ گیگ دوسیم فقط قابش کمى خوردگى داره زیر قیمت زدم با لوازم وجعبه  اصلى
فقط تماس جواب میدم اس ندید",4,NA,web,1500000,S7 edge سامسونگ,NA,NA
36102,True,Shiraz,Friday 06PM,رنگ سفید سالم بدون ضربه,5,NA,mobile,-1,گوشی موبایل نوت 4,NA,NA
36197,True,Mashhad,Thursday 04PM,"گوشی 4g میتونید تو اینترنت مشخصات عالی شو سرچ کنید 
قیمت مغازه دار کمتر از 450نمیده سرعت عالی
دوربین فوق العاده. خوش دست .مشتری پسنده 
باگوشی مدل بالاترم معاوضه میکنم که هر چقد لازم باشه سر میدم تا 400یا 500 باگوشی پایینتر ازخودشم معاوضه نمیکنم
پاسخگویی:تماس و تلگرام",1,NA,mobile,380000,گوشی سونی T3,NA,NA
36208,True,Isfahan,Saturday 04PM,سلام ی هونور فورسی رنگ مشکی تروتمیز چند ماه گارانتی داره با گارد وگلس.میخام با گوشی مدل بالا بلک بری وسامسونگ تعویض کنم بالابودشم میدم.قیمت فروشم توافقی.لطفا پیام بدید ممنون,0,NA,mobile,-1,فروش وتعویض هواوی هونور فورسی,NA,NA
