,id,archive_by_user,city,created_at,desc,image_count,mileage,platform,price,title,type,year,brand
173,15531,False,Shiraz,Sunday 07AM,کاملاً سالم و بدون خط و خش در حد نو,0,,mobile,350000,گوشی سونی اکسپریا m2 ضد آب,,,SONY
174,15539,True,Ahvaz,Thursday 06AM,"گوشیه تمیز تمیز همنطور که تو تصویر میبینین
قیمت مقطوع
پیام وتماس درخدمتم",2,,mobile,450000,Samsung S4,,,SAMSUNG
175,15643,True,Mashhad,Saturday 04AM,"گوشی بسیار تمیز و سالمه تست هم میدم . 
معاوزه ندارم .",0,,mobile,320000,گوشی S3 تمیز عالی,,,SAMSUNG
176,15846,True,Shiraz,Sunday 08AM,سامسونگ s6 ایج.  رنگ سورمه ای. صفحه 5.1 اینچ. امو ال ای دی. دوربین پشت 16.فلش اچ دی حرفه ای.دوربین جلو 8 حرفه ای. تک سیم. فورجی. حافظه داخلی 64 گیگ. رم گوشی 3.باگارانتی.کارکرد گوشی یک  ماه. . در حد اک. فقط فروش. زنگ بزنید. مچکرم...در حد اک,4,,mobile,1260000,سامسونگ S6 ایج. 64 گیگ. در حد. اک اک,,,SAMSUNG
177,15943,True,Shiraz,Sunday 04PM,"گوشی نت5 پلمپ سفید
هنوز منو نخورده 
پک کامل 
نو نو 
اصل ویتنام فروش ویژه شد",1,,mobile,1650000,فروش ویژه نت5,,,SAMSUNG
178,15967,True,Qom,Friday 03PM,"تاچ شکسته 
زنگ میخوره. صدا داره. فقط تاچ لازم داره
تلگرام پیام بدید$NUMعکسشو بفرستم",0,,mobile,250000,سامسونگ j7: تاچ و Lcd شکسته,,,SAMSUNG
179,16260,True,Qom,Thursday 03PM,"جی 750 سفید تعمیر نشده با لوازم کامل و گلس
تخفیف جزئی پای معامله.
صفحه اصلی بدون خطو خش هست.
دوتا خط  کوچیک داره ک توی عکس پیداست که اگر تو گارد بذارید اصلت معلوم نیستن.
گوشی سالم است و 12 ساعت حق تست میدم.
فقط فروش و تعویض نمیکنم.انصافا قیمت خوب زدم.
فقط پیام و تلگرام.",2,,mobile,350000,huawei G750(بخونید),,,HUAWEI
180,16319,False,Shiraz,Monday 04PM,در حد نو بدون خطو خش,0,,web,970000,ایفون فایو اس,,,APPLE
181,16358,True,Shiraz,Monday 06PM,سالم با کارتن.هندزفری.شارژر,2,,web,100000,گوشی موبایل نوکیا 6300,,,NOKIA
182,16386,True,Mashhad,Friday 07AM,گوشی تمییز بدون یک خط و خش رنگشم گلد فقط فروشی و تخفیف هم نداره دو سیم کارت فقط هنسفری نداره برای همین 500 زدم وگرنه تو دیوار 550 لطفا پیام بدین,0,,mobile,500000,گوشی سامسونگ A3,,,SAMSUNG
183,16457,True,Kermanshah,Tuesday 06AM,"درحد اک 
ده ماه کار کرده
به مشتری واقعی تخفیف هم میدم
دوتا گارد خوب هم میزارم روش",3,,mobile,700000,گوشی اچ تی سی وان ام۸,,,HTC
184,16693,True,Tehran,Sunday 01PM,"در حد عالی 
خیلی تمیز 
دوهفته کارکرد",2,,mobile,850000,سامسونک a7,,,SAMSUNG
185,16808,False,Tehran,Saturday 07AM,"گوشی ب رنگ مشکیه
تمیز و بدون خط و خش
اندروید 5
4اینچی
گارانتی اصلی کلا ی هفته استفاده شده
مشابه اکبند
یک هفته استفاده شده
معاوضه با ps2
ترجیحا پیام بدین
تلگرامم هستم",0,,mobile,155000,لنوو A1000 معاوضه با ps2,,,LENOVO
186,16919,True,Kermanshah,Saturday 08PM,گوشی خط و خش نداره.دارای دو گلس. اندروید6.0.1 فاقد وسایل می باشد.معاوضه ندارم قیمتمم مقطوع تخفیف نداره,0,,mobile,500000,گوشی z2 4g تمیز,,,SONY
187,17157,False,Tehran,Friday 12PM,سه ماه کار کرده بدون خط و خش سالم,0,,mobile,800000,گوشی موبایل سامسونگj7,,,SAMSUNG
188,17337,True,Kermanshah,Sunday 06AM,"گوشی سالم تکمیل
بدون کوچک ترین خط و خش
گلس و گارد ای فیس
معاوضه اصلا 
فقط با اس ۶
تلگرام و چت دیوار... درخدمتم",1,,mobile,777888,جی هفت ۲۰۱۶,,,SAMSUNG
189,17350,False,Mashhad,Wednesday 01PM,"سلام
بسیار تمیز
بدونه خط خش
٢ ماه کار
٢ عدد وامپر
گلس پشت و رو",1,,mobile,2075000,6s 16g,,,APPLE
190,17495,False,Tehran,Saturday 05PM,گوشی تمیز هستش.ب عنوان گوشی دوم استفاده شده.اینترنتس3 jهست.بیشتر وقتا خونه بوده.قیمتم یک کلامه.خریدار واقعی زنگ بزنه.باایفون فایو و فایو اس هم معاوضه میکنم.لطفا فقط زنگ بزنید.,1,,mobile,4500000,سامسونگ j5,,,SAMSUNG
191,17714,True,Ahvaz,Monday 06PM,سلام گوشی سه روز پیش خریدم اصلا با پلم فرق نداره گرانتی داره رنگ گلد دوسیم فورجی قیمت خدایش۹۳۰ خریدم میتوانید واتساب پیشنهادتون ارسال کنید باتشکر ازناظران دیوار,1,,mobile,900000,گوشی جی7گلد مدل2016,,,SAMSUNG
192,17780,True,Tehran,Monday 03AM,"ساخت کره
بدون نقطه و کوچکترین خط و خش
فوق العاده تمیز و کم کارکرد
بهمراه قاب 
تخفیف کوچیک پای خرید
مرسی از دیوار",1,,mobile,125000,galaxy s,,,SAMSUNG
193,17836,True,Tehran,Monday 04AM,"این دستگاه دمو هست
همون گوشیهای که در نمایندگیها برای نمایش گذاشتند",3,,mobile,500000,Samaung S6 Edge Gold,,,SAMSUNG
194,18203,False,Karaj,Monday 12PM,"ایفون فایو اس گلد ١٦گیگ
ال ال ای ،گوشی از اول دست خودم بوده ،گوشی باز نشده به شرط 
هندسفری و شارژر اصل میباشد ،
قیمت مقطوع لطفا خریدار واقعی تماس بگیره
اس ام اس و تلگرام جوابگو نیستم فقط تماس",2,,web,950000,ایفون فایو اس گلد16,,,APPLE
195,18482,True,Tabriz,Saturday 05PM,"گوشی کاملا سرحال از بابت صفحه نمایش و باتری و دوربین و... تضمینی با کیفیت ساخت عالی شاهکار اچ‌تی‌سی

صفحه 4.7 اینچ اچ‌دی سوپر ال‌سی‌دی
رم 1 گیگ
دوربین 8 فول‌اچ‌دی
باتری 2100 مثل روز اول
حافظه داخلی 64 گیگ
سی‌پی‌یو قدرتمند اینتل 4هسته‌ای فرکانس 1.7
سیستم صوتی پیشرفته بیتس‌آدیو
جعبه و شارژر و هندزفری

تخفیف برای خریدار گرامی
$NUM",2,,web,490000,اچ‌تی‌سی X پلاس 64 گیگ تضمینی,,,APPLE
196,18922,True,Shiraz,Monday 06PM,سلام گوشی سامسونگ s5 دوسیم نو و خیلی سالم بدون کوچکترین خط وخش که از همه لحاظ به شرط میدم چون خدایی خیلی سالم هست درحدنو لطفا پیام بدید ممنون از دیوار,1,,mobile,900000,گوشی سامسونگ s5,,,SAMSUNG
197,19149,True,Ahvaz,Wednesday 11AM,"j5  تمیز و بدون تعمیر .
فقط انتن نمیده ، گوشى فقط السیدیش 350تومان تو بازار هس 
فروش فورى ..",2,,mobile,270000,سامسونگ j5 4g,,,SAMSUNG
198,19252,True,Tehran,Wednesday 04PM,بسیار تمیز,5,,web,16500000,iphone 6 s rose gold 16 gb,,,APPLE
199,19291,True,Mashhad,Sunday 03AM,"4g
دو سیم کارت
دوربین جلو ۵ دوربین عقب ۱۳
پردازنده هشت هسته ای
حافظه داخلی ۱۶ و رم ۲
کاملا سالم و تمیز در حد نو به همراه برچسب و گارد
فقط پیام رو جواب میدم
معاوضه ندارم با هیچ مدلی",2,,mobile,450000,فروش htc desire 626,,,HTC
200,19313,True,Qom,Thursday 05PM,"سلام.گوشی اصلی همه چیزش سالم
هر بدونه این گوشی چیه همه ی کارایی هاشو میدونه
دوربین عالی عقب و جلو
music playerو صفحه کلید مخصوص این کار
باطری اصلی و خوب 
فقط گوشی ضعف آنتن داره ( البته بعضی وقتا آنتن میده .منم تعمیرکارباانصاف نمیشناسم.ه کسی بلده بگه تا بیارم خدمتش واسه تعمییر هرچی هم بشه هزینه اش هم تقدیم میکنم)
قیمت نهایی مدنظرتونو اس ام اس کنید
یا تماس",3,,mobile,-1,نوکیا اصلی nn95,,,NOKIA
201,19469,True,Tehran,Saturday 02AM,"مشکی
کاملا سالم و تمییز
همیشه تو قاب بوده",1,,mobile,1700000,Iphone 6 64gig,,,APPLE
202,19760,False,Isfahan,Thursday 11PM,"در حد نو با قاب و گلاس ضد خش اندروید ۶ 
فقط پیام بدید",1,,mobile,7500000,ASUS ZenFone 2,,,ASUS
203,19854,True,Tehran,Thursday 11AM,"ورتو بنتلی اکبند سریع جدید 2016 زیر قیمت بازار همین گوشی توی بازار دارن بالای 3500 میفروشن برای اطلاعات بیشتر تماس بگیرید.
باتشکر از دیوار",1,,mobile,2600000,ورتو بنتلی سریع جدید 2016 اکبند,,,LG
204,19910,False,Mashhad,Sunday 12AM,سلام گوشی فروشیهواوی GR3 دوماه که خریدم$NUMاز نظر کیفیت عالی است رم 2،سی پی یو 8هسته ای،حافظه ی داخلی 16 ودوربین عقب 13و جلو 5,2,,mobile,450000,هواوی GR3,,,HUAWEI
205,20065,False,Isfahan,Wednesday 03PM,گوشی فوق العاده تمیز درحدنو.بایک کیف ومحافظ صفحه که جدا از گوشی 30000تومان قیمت هردوتاش شده-تماس از پیام یا تلگرام,0,,web,200000,گوشی موبایل هواوی وای600,,,HUAWEI
206,20079,False,Tehran,Sunday 06PM,"باسلام
ایفون5 16gLLAمشکی 
سالم،بدون ایراد نرم افزاری و سخت افزاری
به عنوان گوشی ٢ استفاده میشه.
مهلت تست دارد.",0,,web,600000,ایفون5 16gLLAمشکی تمیز,,,APPLE
207,20090,True,Tehran,Sunday 07PM,"تبلت گلکسی تب 3.تمیز تمیز حتی برچسب پشتش هم کنده نشده. گلس داره_کیف چرمی داره_جعبم داره 
تلگرام پیام بدین جواب میدم",2,,mobile,380000,galaxi tab 3,,,SAMSUNG
208,20159,True,Tehran,Tuesday 07PM,"گوشی دو سیم کارت در حد آک بدون کوچیک ترین خط و خشی با گارانتی مایکروتل که توو جشنواره فروش اولیه گرفته شده و یک سال ضمانت تعویض ال سی دی با ۱۵۰ تومن  که میشه از نمایندگی خدمات سامسونگ استعلام کرد
اندروید ۷
۹ ماه از گارانتی باقی مونده 
قیمت مقطوع ..تخفیف هم نداره 
معاوضه ندارم قصدم فروشه
تماس و تلگرام در خدمتم 
لطفا اس ندید 

با تشکر از برنامه خوبه دیوار",3,,mobile,1710000,samsung S7 edge,,,SAMSUNG
209,20313,True,Isfahan,Monday 03PM,"رنگ گلد تمیز سالم 16گیگ اصل ال بشرط 
به همراه گارد وگلس ضدخش. 
تخفیف جزیی .لطفا فقط پیام وتلگرام مرسی.",3,,mobile,880000,اپل 5S,,,APPLE
210,20344,False,Tehran,Sunday 03AM,"سالم بسیار تمیز و کم کارکرد با کارتن شارژر هندفری-گوشی ساخت سامسونگ میباشد و مدل کپی یا طرح چینی نیست -پشتیبانی از زبان فارسی
تماس بگیرید لطفا",3,,web,350000,Samsung Galaxy S4 Mini (GT-I9192),,,SAMSUNG
211,20840,False,Shiraz,Tuesday 04AM,گوشی کار کرده ولی در حد نو .به اس ام اس جواب داده نمیشود,0,,mobile,370000,سامسونگ s3 neo,,,SAMSUNG
212,20858,True,Tehran,Thursday 01AM,"گوشی اج تی سی دیزایر ٥٠٠
دوربین ٨ مگا پیکسل
فوق العاده سالم و کم کارکرد
با جعبه تمام لوازم فابریک",3,,web,320000,گوشی اج تی سی نو,,,HTC
213,21012,False,Ahvaz,Wednesday 06PM,رنگ گلد.بدون هیچ خط وخش 4gباگارانتی.تخفیف جزئی داره همراه باگارد شیک وگلس,2,,mobile,520000,گوشی سامسونگ جی$NUM,,,SAMSUNG
214,21306,True,Tehran,Tuesday 12PM,"گلس پشت گلس رو هندزفری استفاده نشده
۱۶ گیگ چندعدد قاب اپل ایدی گوشی کلا خاموش بوده 
علت فروش خرید اندروید
اگه یه خال کوچیک داشت رایگان تقدیم میشه
هر چیزی یه بهایی داره پس
اگه گرونه و پایینتر هست مزاحم نشو",5,,mobile,850000,اپل 5sلازرورق,,,APPLE
215,21311,False,Mashhad,Sunday 03PM,"گوشی همه چیش سالمه 
هیچ خط و خشی هم ندارد",0,,mobile,-1,گوشی موبایل هانور تری ایکس,,,HUAWEI
216,21594,True,Shiraz,Wednesday 08AM,"در حد نو خیلی تمیز بدون خط و خش 
با تشکر از سایت دیوار",0,,mobile,2300000,Iphone 6S 64,,,APPLE
217,21950,True,Tabriz,Tuesday 04PM,"کاملا سالم صفحه نمایش کاملا لمسی حساس کیفیت دوربین فوق العاده سلفی عالی سیستم عامل ویندوز قابلیت اجرای کلیه برنامه ها حافظه8گیگ و ساپورت تا16
لطفا فقطsms",1,,mobile,270000,نوکیا لومیا625,,,NOKIA
218,21975,True,Karaj,Sunday 06AM,"با سلام
گوشى اپل فایو اس ١٦ گیگ سیلور بفروش میرسد. گوشى سالم بدون هیچ خط و خشى اصل LLA امریکا. با کارتن و شارژر و هندزفرى. لطفا خریدار واقعى تماس بگیرد. 
با تشکر از دیوار",2,,mobile,950000,گوشى اپل فایو اس,,,APPLE
219,22011,False,Shiraz,Saturday 07PM,در حد صفر بدون هیچ خط و خشی با ایفون۶اس پلاس۱۶هم تعویض میکنم,0,,mobile,1830000,گوشی ایفون۶اس۱۶گیگ,,,APPLE
220,22098,False,Tehran,Sunday 04PM,١٦ گیگ gray .بسیار تمیز ، بدون ذره ای خط یا ضربه ، به شرط سالم ، هر جا خواستید نشون بدهید ، از اول دست خودم بوده ،,1,,web,1900000,Iphone 6,,,APPLE
221,22110,True,Tabriz,Tuesday 05AM,"سامسونگ s5 ،تک سیم کارت ٣g,بدون خش و خراشیدگی",2,,mobile,620,s5 samsung,,,SAMSUNG
222,22246,True,Tehran,Sunday 10PM,نوکیا فنلاند اصل اصل,2,,mobile,35000,نوکیا فنلاند,,,NOKIA
223,22260,True,Tehran,Saturday 05AM,"گوشی تمیز و چهار ماه کارکرده
دوربین پشت 13,دوربین جلو 5
8 هسته ای
دو سیم کارت
اندروید 5
فلش خور
دارای صفحه HD و با کیفیت
صفحه 5 اینچ
حافظه داخلی 8 گیگ",2,,mobile,350000,هوآوی هانر 4c,,,HUAWEI
224,22341,True,Kermanshah,Saturday 08PM,"تمام وسایل تکمیل و اک
بدون خطوخش کلکسیونی
مدلشم asha210
خریدار واقعی پیام بدهد",2,,mobile,140000,نوکیا کلکسیونی,,,NOKIA
225,22348,False,Kermanshah,Monday 04AM,"همه وسایل کامل و اصلی
گوشی سالم و درحد آک می باشد
فقط تماس پاسخگو میباشم
به خریدار واقعی پای معامله تخفیف داده میشود",3,,mobile,500000,بلک بری Q10,,,BLACKBERRY
226,22438,True,Tehran,Tuesday 12AM,"معاوضه با a8 سر هم میدهم و مدل های دیگر
یک ماه نمیشود خریه ام ومدل ۲۰۱۶j7  ۴g است 
حتما خرید گوشی تا یک ماه باشد 
پیشنهاد خود را در تلگرام به اضافه عکس و میزان سر بفرستید 
یاعلی",0,,mobile,-1,j7 معاوضه,,,SAMSUNG
227,22703,True,Tehran,Wednesday 04AM,"٤اس
٦٤گیگ
سفید
تمیز
بدون تعمیر و باز شدن
لوازم کامل و فابریک
مقطوع مقطوع 
سفارش آمریکا",0,,mobile,500000,آیفون ٤ اس در حد,,,APPLE
228,22846,True,Tehran,Wednesday 12PM,سالم بدون هیچ مشکل,1,,web,200000,گوشی لومیا 535,,,NOKIA
229,22890,True,Tehran,Sunday 12PM,هندزفری پلمپ به شرت ٢ماهه کار کرده لطفا خریدار واقعی معاوضه با ایفون ٧ ٣٢گیگ هم داریم,0,,mobile,2700000,گوشی ایفون ٦اس پلاس ٦٤گیگ,,,APPLE
230,23000,False,Tehran,Friday 08AM,دوماه کارکرده در حد نو به شرط,3,,mobile,2500000,سيكس اس 64G,,,APPLE
231,23173,True,Shiraz,Friday 04PM,عکس هابیان گرتمیزی وشیکی گوشی هس از این گوشی استفاده انچنان نشده درحد یک اهنگ یا فیلم گذاشتن بوده بدون حتی یک خط یاخش سالم سالم با کارتون و تمام وسایل فابریکی خودش خلاصه انگار داری گوشی نومیخری..,3,,mobile,330000,هوآوی جی 730تمیزنونو,,,HUAWEI
232,23266,False,Mashhad,Friday 02PM,این گوسی 2016من 3ماهه خریدم ازدستم افتاده و صفحش شکسته ولی بدنه یک خش هم نداره کارتونش وتمام لوازم جانبیش سالمه قیمت مقطوعه ولطفا براتخفیف زنگ نزنید متشکرم.,3,,mobile,300000,گوشی سامسونگ j7,,,SAMSUNG
233,23350,True,Ahvaz,Wednesday 11PM,"6پلاس
گلد
128گیگ
بدون خط وخش و ضربه.درحدآک
میخوام بفروشم 7بگیرم
یاحق",2,,mobile,2300000,iphone 6 plus 128gig,,,APPLE
234,23378,True,Ahvaz,Thursday 06PM,سلام گوشی نوکیا آشا یک هفته کار کرده در حد آک رم خور بلوثوث با کارتون و هنسفری و شارژر مرسی دیوار,2,,mobile,120000,گوشی نوکیا آشا,,,NOKIA
235,23465,False,Shiraz,Thursday 03PM,یه نوکیا1200 قیمت40،سونی اریکسون 30تومن،سامسونگ هم20تومن،هرسه سالمن و شارژر دارن فقط سامسونگ جای شارژش یکم خرابه که5،6تومن خرج کنی درست میشه،فقط پیام لطفا فقط فسا،با تشکر.,1,,mobile,90000,3عدد گوشی,,,SAMSUNG
236,23497,True,Tehran,Monday 12PM,گوشی نوکیا۱۰۰به همراه جعبه و شارژر,2,,mobile,40000,نوکیا۱۰۱,,,NOKIA
237,23656,True,Tehran,Sunday 08AM,"64 گیگ در حد نو کم کار کرد. 
لوازم اصلی کامل. معاوضه ندارم.",2,,mobile,16500000,گوشی اپل ایفون se,,,APPLE
238,23747,True,Tehran,Saturday 03AM,فروش ایفون 6 گلد 16 گیگ کم کارکرد حدود 7 ماه بدون خط و به شرط مهلت تست 4 روز، معاوضه هم با هم سطح. خواهشا گوشیهای خیلی سطح پایین به عنوان اینکه گوشیتون با مدل بازار فرق میکنه رو هم قیمت این قرار ندید. فقط پیامک و تلگرام,1,,web,1550000,آیفون6 گلد 16 بدون خط,,,APPLE
239,23792,True,Karaj,Wednesday 12PM,فروش ، یا معاوضه ، در حد نو ، یک ماه کار کرد.بسیار باریک  ، ، خوش دست،ترجیحا فروش ،,3,,mobile,800000,گوشی هواوی پی۸,,,HUAWEI
240,23825,True,Isfahan,Saturday 05AM,فروش یک دستگاه گوشی سامسونگ گلکسی S5 گلد سالم و بدون ایراد که اصلا باز نشده و تعمییر نرفته ولی بدلیل‌ اینکه چندتا زدگی دارد قیمتش رو پائین زدم,3,,web,600000,گوشی سامسونگ S5 گلد,,,SAMSUNG
241,24280,True,Mashhad,Wednesday 04PM,درحد دویست تخفیف میدم با تشکر,1,,mobile,-1,گوشیG5,,,SAMSUNG
242,24333,True,Mashhad,Wednesday 07AM,لوازم کامل  و کاملا سالم . رنگ قاب مقداری رفته تو عکس مشخصه .,2,,web,400000,سامسونگ اس۴,,,SAMSUNG
243,24556,True,Mashhad,Saturday 07PM,"گوشی اصلی اچ تی سی$NUMS
ساخت تایوان


دوسیم کارتش فورجی 4G

8هسته ای
حافظه 16
رم2
اندروید 4،4،4 فابریکی 
دوربین13
سلفی8
فلش
گارد
گلس
با تمام وسایل
هردو سیم کارتش فورجی هست

کاملا سالم وتمیز

ترجیحا پیام بده حتما بگید برای گوشی
$NUM",3,,mobile,550000,"4G,HTC820Sدوسیم،فورجی",,,HTC
244,24695,True,Shiraz,Tuesday 04PM,"گوشی کاملا سالم و بدون خط و خش هست
هشت هسته ای مدل n900 با تمام وسایل اصل و فابریک خودش با یه کیف مشکی
برا هماهنگی پیام بدین
ممنون",2,,mobile,700000,گوشی Note 3 مشکی 32 گیگ,,,SAMSUNG
245,24894,True,Ahvaz,Wednesday 02PM,"با سلام 
همانطور که میدونید این گوشی یکی از غولهای هواوویی میباشد که جای تعریف الکی نداره...اطلاعات رو از اینترنت میتونید بگیرید...
گوشی سالم ،،بدون هنگ و ریست...اندروید ۵.۱.۱
۴جی 
۱۶گیگ
فقط فروش ،برای معاوضه تماس و پیام ندید.
با تشکر",4,,mobile,650000,هواوویی میت ۷,,,HUAWEI
246,24896,True,Mashhad,Wednesday 06AM,"بسیار تمیز در (حد اک)
رنگ مشکی
لطفا پیام بدید
با تشکر",1,,mobile,1500000,iphone 6 16gig LLa,,,APPLE
247,24919,True,Karaj,Wednesday 02PM,اس۳ نیو. سالم سالم سخت افزاری. دورش رنگ رفتگی داره. ولی از لحاظ سخت افزاری سالمه . تا حالا تعمیر نرفته.,2,,mobile,350000,s3 neo,,,SAMSUNG
248,24972,True,Qom,Wednesday 01PM,"گوشی سامسونگ گرند2
همراه با جعبه و شارژر
تنها دو ماه کارکرده",1,,mobile,400000,گوشی سامسونگ گرند2,,,SAMSUNG
249,25106,False,Tehran,Saturday 03PM,دستگاه همه چی سالم ولی دوربین و بلوتوث خراب,0,,web,-1,iphone 6 مشکل دوربین و بلوتوث,,,APPLE
250,25110,True,Mashhad,Sunday 03AM,"موقع پیام دادن بگین که در مورد کدوم مدل پیام میدین 
تعداد محدودی گوشی مایکروسافت و نوکیا (سری لومیا) آکبند واسه فروش موجوده
موجودی :
Microsoft Lumia 950 XL Dual sim : 1/640
Microsoft Lumia 950 Dual sim : 1//450
Microsoft Lumia 650 Dual sim 4G : 650
Microsoft Lumia 650 4G : 620
Microsoft Lumia 640 XL Dual sim 4G : 660
Microsoft Lumia 640 XL Dual sim 3G : 560
Microsoft Lumia 640 XL 4G : 600
Microsoft Lumia 540 Dual sim : 320
Microsoft Lumia 550 4G : 370
Microsoft Lumia 640 Dual sim : 450
Microsoft Lumia 640 4G : 450
Microsoft Lumia 532 Dual sim : 240
Nokia Lumia 930 4G : 1/060
Nokia Lumia 735 4G : 520
Nokia Lumia 635 4G : 280
Nokia Lumia 630 Dual sim : 260
Nokia Lumia 530 Dual sim : 220
Nokia Lumia 520 : 210 
(جهت اطلاع از رنگهای موجود لطفا پیام بدین یا تماس بگیرین)
همه گوشیها آکبند و اصلی هستن
* قیمتها مقطوع *
در ضمن تعداد محدودی درب پشت اصلی , شارژر اصلی , هندزفری , گارد و گلس ، پاور بانک و شارژر وایرلس اصلی نوکیا برای اکثر مدلهای لومیا موجوده",5,,web,320000,فروش ویژه گوشیهای لومیا + لوازم جانبی,,,NOKIA
251,25411,False,Tehran,Friday 08AM,"فقط تماس
معاوضه ندارم
گوشی بسیار تمیز دو ماه خریدم حتی ی خش هم نداره بسیار بسیار سالم",2,,mobile,1990000,apple 6s 64 gb rose gold,,,APPLE
252,25461,False,Karaj,Saturday 01PM,اس ۶گلد سامسونگ ۳۲گیگ تمیز همه چیز تکمیل کارتن شارژر هدفن عالی بدون هیچ عیب و ایراد,3,,mobile,1200000,سامسونگ s6.,,,SAMSUNG
253,25565,True,Tehran,Friday 04AM,"گوشی گلکسی گرند پریم سالم..با لوازم جانبی کامل و کارتن-باطری نو-بدون خط و خش و حتی کوچکترین ضربه..فقط بدلیل اینکه گوشی مدل بالاتر میخوام بخرم میفروشمش
لطفا در مورد ریز امکانات گوشی به سایت بازار مبایل مراجعه کنید.",3,,web,320000,گوشی مبایل گلکسی گرند پریم,,,SAMSUNG
254,25628,True,Shiraz,Tuesday 06AM,گوشی vertu signecher  معاوضه فقط با لپ تاپ و دوربین حرفه ای,2,,mobile,-1,گوشی vertu  signecher,,,Unknown
255,26224,True,Tehran,Saturday 07AM,کار کرده بدون خط و خش 1 ماه نشده خریدم و فروشمم فوری هست و تا$NUMهم میام,1,,mobile,1850000,samsung galaxy s7 edge,,,SAMSUNG
256,26239,True,Ahvaz,Tuesday 06PM,فروش g$NUMآک آک بدون خط و خش با تمام وسایل تخفیف جزئی هم داره,2,,mobile,380000,g1 2016,,,SAMSUNG
257,26326,True,Shiraz,Saturday 12PM,سلام رنگ گلد نو نو در حد اک 32 گیگ تخفیف پای معامله لطفا پیام بدید با تشکر از دیوار,0,,mobile,1700000,سامسونگ s7,,,SAMSUNG
258,26332,True,Mashhad,Sunday 07AM,"بسیار سالم با تمامی لوازم و یک شارژر اضافه.رنگ سیاه. فقط دستش ترک افتاده که ترمیم شده و موقع استفاده پشت گوش میوفته و معلوم نیست.قیمتشم خیلی کم دارم میدم.ولی بازم به خریدار واقعی تخفیف هم میدم.
فقط پیام پاسخگو هستم.
ممنون از توجهتون.",0,,mobile,70000,جبرا استون اصل,,,SAMSUNG
259,26555,False,Mashhad,Thursday 04AM,س.گوشی سامسونگ a7 دوسیم .فورجی .سفید در حد اک. حتی یک خش کوچیک روش نیست از اول تو ایفیس بوده.به همراه یک بامپر که تو کارتن ازش استفاده نکردم.گوشی رو با مهلت تست بهت میدم که کاملا خیالت راحت  راحت بشه.از گوشی خداییش خیلی راضیم.گوشی رو 6 ماه خریدم به همراه فاکتور,0,,mobile,810000,گوشی a7سال2015,,,SAMSUNG
260,26910,True,Karaj,Monday 06AM,کارتنو لوازم تکمیل یه باتری اصلی تازه گرفتم که روشه,2,,mobile,85000,galexy ace,,,SAMSUNG
261,27004,False,Shiraz,Wednesday 01PM,نونو هس ی ماه بیشتر کار نکرده .حافظه ۶۴گیگ دوربین ۲۱و دوربین جلو۸ حسگر انگشت داره خیلی گوشی خوبیه,3,,mobile,1400000,گوشی لنووا ،x3,,,LENOVO
262,27102,False,Ahvaz,Monday 07PM,با گوشی اپل4عوض می کنم,0,,mobile,300000,سامسونگ اس2پلاس سری اول ویتنام,,,SAMSUNG
263,27255,False,Ahvaz,Tuesday 10PM,"سامسونگ j3 ال سی دی شکسته
3 ماه خریداری شده 
گارانتی داره
10 روز هم ازش استفاده نشده",2,,mobile,100000,کوشی سامسونگ j3 2016,,,SAMSUNG
264,27309,False,Tehran,Wednesday 09AM,"Iphone 4s 16 gb   بسیار‌ تمیز

با جعبه و کامل

تلگرام",1,,mobile,500000,Iphone 4s 16 gb   بسیار‌ تمیز,,,APPLE
265,27444,True,Tehran,Monday 06AM,"سلام 
گوشی سالم سالم 
گلس پشت رو دارد طلای 
قاب خوب هم دارد که به شما تقدیم میکنیم 
١٢٨گیگ هست ٣٦صحفه برنامه دارم کیفیت بالا دارم اصلا هنگ نمیکنه 
کارتون لوازم همه اورجینال هست 
باطری خیلی خوب نگه میداره 
گوشی رو هم مهلت تست میدم ٢٤ساعت 
خریدار ممنون میشم یا اس بده یا از تلگرام پی ام بده 
مرسی از دیوار تکراری نیست",4,,web,2000000,٦پلاس ١٢٨گلد,,,APPLE
266,27544,True,Ahvaz,Monday 04AM,"گوشی نوت 4 سامسونگ 4G
یک ماه کار کرده
هیچ مشکلی نداره",1,,mobile,1300000,گوشی سامسونگ نوت 4,,,SAMSUNG
267,27666,True,Qom,Saturday 02PM,"یک دستگاه موبایل w508 به فروش می رسد
همون طور که تو عکس پیداست رو چشام نگه ش داشتم
بسیار تمیز و کم کارکرده
با این قیمت یه گوشی ساده هم بهتون نمی دن!
لطفاً فقط تماس
ممنون از سایت دیوار
",2,,mobile,180000,W508 سونی اریکسون مدل,,,SONY
268,27807,True,Ahvaz,Friday 10AM,این گوشی دو هفته کار کرده مشکی هستش بدون زدگی .,0,,mobile,7400000,گوشی موبایل j5سال 2016,,,SAMSUNG
269,27829,False,Tabriz,Thursday 09PM,در حد اک گلد باگارانتی تعویضو اصل کره یکماه استفاده شده با ضد خش گلس و گارد عالی,0,,mobile,1000000,گوشی سامسونگ s5دوسیم کارت f,,,SAMSUNG
270,28030,True,Karaj,Tuesday 06PM,گوشی ایفون 4 که در حد نو وبدون خط وخشه ولی جای سیمکارتش مشکل داره که با سی چهل تومن درست میشه و بابتشم به خریدار واقعی پای معامله تخفیف خوبی میدم,2,,mobile,-1,گوشی اپل 4,,,APPLE
